user_id,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Steps,Active_Minutes,Sleep_Duration,Heart_Rate_Avg,Daily_Workout_Time,Diet_Quality,Fitness_Level
1109,34,Male,77.7,1.81,187,149,54,1.08,842,Strength,33,3,2,3,12.32,5165,51,5.34,100,27,Average,Beginner
1110,23,Female,40,1.89,162,126,60,0.74,1237,Cardio,24.7,2.9,3,1,17.09,12824,32,8.79,66,27,Average,Beginner
1111,43,Female,80.5,1.68,190,135,58,1.1,1099,Yoga,21.7,2.1,5,1,25.52,11886,116,8.26,65,31,Average,Advanced
1112,18,Male,40,1.78,167,133,62,0.86,963,Yoga,16.9,3.7,4,3,21.42,6314,174,8.46,70,31,Average,Advanced
1113,28,Female,109.4,1.58,170,165,74,1.94,619,HIIT,21.9,2.2,5,1,21.16,8036,69,5.22,94,31,Average,Advanced
1114,57,Female,40,1.58,165,140,55,1.33,1783,Strength,24.7,2.6,4,1,14.94,14338,169,4.62,62,31,Average,Advanced
1115,18,Male,40,1.8,168,,58,0.5,729,,32.5,3.7,3,3,12.32,4684,56,6.56,86,31,Average,Advanced
1116,44,Female,79.5,1.73,184,155,56,1.57,1058,Yoga,17.8,2.6,4,2,25.45,5323,87,4.12,87,31,Average,Advanced
1117,21,Female,68.5,1.61,191,169,74,1.18,1278,Yoga,19.9,3.1,3,2,18.59,9314,103,5.13,84,31,Average,Advanced
1118,39,,65.6,1.75,164,158,66,1.09,1593,Cardio,23.7,3.1,4,2,23.89,14251,58,6.46,67,31,Average,Advanced
1119,44,Female,87.5,1.88,173,132,66,1.21,1643,Strength,26.9,3.1,2,2,21.72,6678,102,5.79,99,31,Average,Advanced
1120,56,Male,54.5,1.76,196,148,74,1.4,659,HIIT,32.1,2.8,4,2,27.02,8467,51,8.48,98,31,Average,Advanced
1121,33,Female,55.4,1.6,185,144,67,2,1015,HIIT,30.6,2.7,4,3,20.82,5475,165,5.67,71,31,Average,Advanced
1122,32,Male,85.7,1.53,185,133,52,1.02,1108,Cardio,24,3.4,3,3,14.19,14131,107,7.12,78,31,Average,Advanced
1123,34,Female,58.2,1.7,189,134,55,0.73,785,HIIT,24,1.6,4,2,12.46,8707,99,8.58,83,31,Average,Advanced
1124,30,Male,72.5,1.91,189,142,58,1.44,976,Cardio,28.2,3.6,2,2,26.6,7348,49,7.94,69,31,Average,Advanced
1125,26,,77.2,1.64,168,162,64,1.25,438,Strength,22.7,2.4,4,2,30.85,13745,67,5.95,90,31,Average,Advanced
1126,20,Male,90.3,1.68,169,135,59,1.1,758,Cardio,10.5,1.7,4,1,31.04,4102,139,8.8,77,31,Average,Advanced
1127,42,Female,95.2,1.76,178,158,56,1.21,770,Cardio,25.3,2,2,3,16.06,5370,62,4.91,84,31,Average,Advanced
1128,26,Male,75,1.91,181,168,74,1.1,943,HIIT,24.8,2,3,2,21.87,8777,138,6.41,86,31,Average,Advanced
1129,26,Male,61.5,1.51,185,155,74,1.35,1079,Cardio,31.4,3.4,4,2,21.29,12858,115,4.69,75,31,Average,Advanced
1130,28,Female,101.9,1.5,196,164,56,1.87,1211,\tCardio,23.8,3.2,2,2,15.07,9278,157,6.69,91,31,Average,Advanced
1131,54,Female,41.4,1.6,163,169,71,1.62,1385,Yoga,10,1.6,5,3,20.92,11724,88,5.92,97,31,Average,Advanced
1132,18,Male,71.3,1.78,167,129,72,0.86,1238,Strength,20.6,1.5,4,3,34.18,14713,177,7.88,74,31,Average,Advanced
1133,42,Male,46.2,1.72,167,130,69,1.19,945,HIIT,24.6,2.9,2,3,19.47,14519,122,4.01,61,31,Average,Advanced
1134,24,Male,64,1.83,187,155,74,1.79,406,Yoga,27.7,1.5,3,,31.31,8937,64,8.6,63,31,Average,Advanced
1135,54,Male,47.2,1.75,160,134,68,1.18,1001,Yoga,23.9,1.9,4,1,20,8723,65,5.47,69,31,Average,Advanced
1136,53,Male,95.5,1.52,164,169,52,1.31,1009,Yoga,21.8,1.9,,3,12.32,12035,137,5.21,74,31,Average,Advanced
1137,33,Female,40,1.79,194,162,60,1.39,1012,Cardio,23.7,2.8,4,,13.81,3915,60,8.81,69,31,Average,Advanced
1138,52,Female,81.1,1.74,184,168,74,,1080,,23.6,3.4,5,1,12.32,9184,138,5.86,66,31,Average,Advanced
1139,51,Female,72.1,,162,160,70,1.21,1186,Cardio,17.6,3.2,3,2,12.66,13858,152,8.19,70,31,Average,Advanced
1140,47,Male,100.5,1.56,185,133,64,0.87,872,Cardio,22.1,1.5,4,2,,3494,66,4.39,64,31,Average,Advanced
1141,55,Female,129.9,1.89,177,157,66,0.81,1154,Cardio,15.2,2.4,4,2,20.1,3204,136,4.75,71,55,Average,Intermediate
1142,28,Male,75.7,1.85,160,157,64,1.59,1179,,29.7,1.5,3,2,37.5,10696,165,7.49,79,55,Average,Intermediate
1143,18,Female,69,1.66,196,141,56,1.46,1251,Yoga,25.7,2.4,4,2,18.23,10703,116,6.22,60,55,Average,Intermediate
1144,19,Male,72.5,1.73,184,135,71,1.12,1392,HIIT,11.9,3.5,3,1,29.87,7698,45,8.41,62,55,Average,Intermediate
1145,30,,50.8,1.81,196,132,74,1.28,794,Yoga,14.5,3.2,3,3,22.58,12898,158,4.8,85,55,Average,Intermediate
1146,40,Female,68.2,1.5,197,153,71,1.24,484,Cardio,24.1,3.5,4,2,12.45,9940,146,6.77,76,55,Average,Intermediate
1147,49,Female,105,1.63,170,139,70,1.53,1065,Cardio,24,1.5,4,2,18.89,12372,88,6.12,70,55,Average,Intermediate
1148,57,Female,129.9,1.88,162,148,56,1.71,1233,Strength,24,1.8,3,1,,7453,163,5.89,68,55,Average,Intermediate
1149,27,Female,61.1,1.59,\t182,139,68,1.09,669,Yoga,16.7,1.5,3,2,12.32,6471,44,5.09,71,55,Average,Intermediate
1150,27,Male,,1.81,176,169,64,1.37,1783,Yoga,28.5,1.5,3,3,16.6,12163,49,8.08,89,55,Average,Intermediate
1151,50,Male,62.5,1.67,172,121,56,1.14,1415,Cardio,20.9,2.5,5,2,28.47,10821,133,8.14,70,55,Average,Intermediate
1152,59,Male,62.4,1.71,197,,74,1.47,705,Cardio,32,2.4,4,2,19.22,3895,138,4.97,66,55,Average,Intermediate
1153,26,Male,72.4,1.68,196,169,53,2,1082,HIIT,29.8,2.5,2,3,21.68,4710,115,4.14,78,55,Average,Intermediate
1154,55,Female,93.1,1.82,172,148,60,1.22,1039,HIIT,17.3,2.6,4,1,20.51,5666,46,5.06,60,55,Average,Intermediate
1155,48,Female,122.3,1.71,183,120,63,0.79,992,,10,2.6,4,1,18.9,8064,81,7.19,62,55,Average,Intermediate
1156,29,Female,70.8,1.85,160,142,52,1.5,1624,\tYoga,14.2,3.5,2,3,15.46,6937,175,6.82,96,55,Average,Intermediate
1157,52,Male,51.5,1.6,184,162,65,1.46,1339,Cardio,25.2,3.2,4,3,12.32,10926,110,4.47,79,55,Average,Intermediate
1158,18,Female,57.1,1.61,198,129,66,0.94,1064,Cardio,31.7,2.4,2,3,19.32,3138,102,8.79,92,55,Average,Intermediate
1159,36,Female,64.4,1.97,166,153,59,1.45,1132,HIIT,27.9,2.9,3,1,23.33,6192,130,7.63,68,55,Average,Intermediate
1160,52,Male,63,1.72,184,131,54,1.48,804,Cardio,21.5,1.5,4,3,34.06,14512,114,6.04,92,55,Average,Intermediate
1161,29,Male,77.2,1.89,192,152,58,2,858,HIIT,25.6,3.2,3,2,19.23,4654,68,4.12,84,55,Average,Intermediate
1162,18,Female,40,1.66,190,147,50,1.6,1287,Cardio,27.6,1.9,5,3,22.99,10814,39,5.45,69,55,Average,Intermediate
1163,30,Female,76.3,2,193,132,59,1.11,548,HIIT,34.9,3.2,3,1,17.54,14180,53,8.76,74,55,Average,Intermediate
1164,29,Female,71.2,1.8,176,139,68,1.4,354,Cardio,10,3.4,2,3,31.75,6533,66,7.84,70,55,Average,Intermediate
1165,55,Male,104.9,1.56,187,155,58,0.87,1260,\nStrength,27.8,3.5,3,1,12.68,11218,163,8.65,81,55,Average,Intermediate
1166,34,Female,102.1,1.53,178,152,50,2,1783,Strength,26.5,2.1,3,1,38.34,10331,116,5.45,99,55,Average,Intermediate
1167,31,Female,63.6,1.57,165,169,74,1.09,1148,Strength,15.1,3.4,4,1,13.15,10059,129,5.2,99,55,Average,Intermediate
1168,26,Male,68.6,1.7,172,167,57,1.32,501,Yoga,25.4,1.5,3,2,18.29,12943,69,6.83,91,55,Average,Intermediate
1169,33,Male,46,1.71,163,145,54,1.29,671,Yoga,21.4,3.1,2,3,14.68,4595,66,7.83,79,55,Average,Intermediate
1170,39,Female,88.6,1.8,181,158,71,1.29,1296,Strength,24.3,2.8,4,1,,11964,52,6.49,89,55,Average,Intermediate
1171,36,Male,79.7,1.75,168,132,74,1.67,445,Strength,23.9,3.4,4,2,25.28,8139,105,4.81,77,69,Good,Intermediate
1172,33,Female,108.7,1.75,199,131,74,0.86,1080,Yoga,24.1,1.9,3,1,16.46,12445,52,4.36,89,69,Good,Intermediate
1173,45,Female,61.4,1.76,194,120,68,1.22,909,Strength,21.4,2.8,2,1,21.75,7226,95,7.82,88,69,Good,Intermediate
1174,21,Female,69.2,1.87,168,127,68,1.47,1275,Yoga,24.1,2.9,5,3,14.59,13654,61,8.86,91,69,Good,Intermediate
1175,52,Male,67.4,1.72,160,134,51,1.49,1307,Strength,17,2.6,2,2,15.39,3648,103,6,99,69,Good,Intermediate
1176,29,Female,40,1.64,178,130,69,1.15,1093,HIIT,27.4,3.4,3,2,14.89,14150,123,6.56,99,69,Good,Intermediate
1177,47,Female,46,1.58,172,147,72,1.37,1098,Strength,28.5,3.7,2,3,15.45,8138,135,6.53,76,69,Good,Intermediate
1178,34,Male,89.1,1.78,174,120,51,1.52,574,Cardio,27.6,1.5,4,2,20.61,14182,44,7.71,75,69,Good,Intermediate
1179,57,Male,70.4,1.72,181,161,57,1.3,983,Yoga,29.9,3.6,3,2,22.21,14464,32,4.77,66,69,Good,Intermediate
1180,24,Male,65.7,1.84,165,146,74,1.59,954,Cardio,17.8,2.8,5,2,16.06,7762,175,6,64,69,Good,Intermediate
1181,26,Male,82.2,1.69,189,139,70,1.45,1184,Yoga,10,2.5,5,2,18.01,6654,148,7.35,82,69,Good,Intermediate
1182,32,,52.2,1.73,196,134,74,2,684,Strength,27.4,2,3,1,21.27,10632,166,8.5,89,69,Good,Intermediate
1183,54,Male,128.7,1.91,192,,58,1.97,1049,Cardio,22.9,2.7,4,2,23.32,4787,57,8.59,85,69,Good,Intermediate
1184,18,Female,,1.64,196,169,74,0.9,921,Strength,25.8,3.3,5,2,20.03,10096,114,4.32,81,69,Good,Intermediate
1185,18,Female,110.3,1.76,168,169,55,1.86,1391,Strength,33,3.5,5,3,16.38,12901,151,4.57,89,69,Good,Intermediate
1186,54,Male,42.7,1.72,191,153,74,2,987,Yoga,13.6,1.5,5,2,19.11,3627,150,4.73,73,69,Good,Intermediate
1187,35,Female,98,1.59,179,141,62,1.04,729,Cardio,14.2,1.5,3,1,18.32,8245,127,4.31,83,69,Good,Intermediate
1188,37,Female,94.5,1.84,160,158,61,1.2,1063,HIIT,26.6,2.6,3,2,12.32,10046,84,4.27,61,69,Good,Intermediate
1189,30,Female,57.6,1.66,169,160,67,1.86,1332,Yoga,30.9,2.7,4,2,30.42,14201,94,7.18,65,69,Good,Intermediate
1190,31,Male,40,1.74,194,155,68,1.4,716,HIIT,30.6,1.5,4,3,20.16,5322,133,4.41,88,69,Good,Intermediate
1191,28,Male,40.3,1.69,166,169,69,0.5,864,Cardio,24.9,2.6,3,3,20.42,9876,96,4.92,63,69,Good,Intermediate
1192,53,Male,60.8,1.66,199,121,69,1.12,926,Strength,26.5,3.6,4,1,12.32,4514,139,5.71,79,69,Good,Intermediate
1193,56,Male,72,1.77,191,168,62,1.55,1144,Cardio,30,2.7,2,2,23.34,5695,137,6.41,94,69,Good,Intermediate
1194,44,Male,94.4,1.75,163,154,58,1.66,881,HIIT,24.1,2.9,3,3,12.32,14285,141,5.77,96,69,Good,Intermediate
1195,38,Male,71,1.84,190,120,53,1.93,1700,Cardio,24.7,3.1,,3,21.97,9375,173,7.92,98,69,Good,Intermediate
1196,34,Female,77.9,1.87,183,169,59,1.28,691,,24,3.4,2,1,15.67,6253,178,7.08,80,69,Good,Intermediate
1197,48,Male,52.6,1.63,182,129,54,2,1310,Strength,25.1,1.5,,1,14.53,13880,111,4.07,89,69,Good,Intermediate
1198,48,Female,62.9,1.67,198,164,64,0.84,1098,HIIT,24.5,3.3,5,1,24.26,5416,111,4.57,86,69,Good,Intermediate
1199,33,Male,59.6,1.6,187,127,69,1.41,573,\tCardio,22.7,2.2,3,1,21.54,7305,30,8.94,68,69,Good,Intermediate
1200,46,Female,50,1.5,182,149,64,1.44,929,Cardio,23.8,3.3,2,3,16.09,13392,178,4.49,73,69,Good,Intermediate
1201,32,Female,104.3,1.83,160,,64,1.83,1122,Yoga,22.1,2.8,4,2,16.99,6074,169,7.87,98,37,Excellent,Beginner
1202,36,Female,61.2,1.93,166,145,55,0.77,1015,HIIT,18.8,1.5,4,2,12.32,9185,83,8.76,96,37,Excellent,Beginner
1203,36,Female,82.5,1.66,166,134,50,0.95,640,Yoga,11.2,3.4,5,2,21.01,3235,123,4.08,79,37,Excellent,Beginner
1204,57,Female,58.3,1.73,164,132,50,1.48,492,HIIT,27.7,3.6,3,1,19.23,11226,61,7.5,89,37,Excellent,Beginner
1205,45,Male,61.6,1.95,176,,64,1.12,1049,Strength,25.1,2.4,4,1,30.72,9783,120,8.14,87,37,Excellent,Beginner
1206,44,Male,64.2,1.7,,139,62,1.3,1201,Yoga,23.2,3.3,2,2,15.79,11571,115,4.57,71,37,Excellent,Beginner
1207,31,Male,53,1.83,182,149,55,1.33,821,Strength,23.6,3.4,4,3,22.89,10517,75,6.76,70,37,Excellent,Beginner
1208,50,Female,69.6,1.9,172,127,74,,303,Strength,26.2,1.5,3,1,29.91,11892,102,8.23,87,37,Excellent,Beginner
1209,38,Female,81.1,1.92,190,125,61,1.18,690,Yoga,26.1,3.1,4,3,17.99,13389,55,8.98,66,37,Excellent,Beginner
1210,49,Female,65.7,1.77,182,139,74,1.18,744,HIIT,26.8,3.1,2,2,23,4468,135,4.52,99,37,Excellent,Beginner
1211,21,Male,81.8,1.83,182,163,53,2,1159,Cardio,29.2,2.7,4,1,22.27,11924,143,6.52,62,37,Excellent,Beginner
1212,28,Female,91.2,1.77,164,162,55,1.28,648,Strength,25.4,3.3,2,2,18.88,13939,137,5.06,89,37,Excellent,Beginner
1213,52,Female,98.5,1.96,183,169,50,1.98,1515,Strength,,2.2,5,1,35.08,12037,80,8.28,67,37,Excellent,Beginner
1214,22,Male,88.9,1.6,182,148,74,1.39,1386,HIIT,28.9,2.5,3,3,32.24,8744,148,6.06,85,37,Excellent,Beginner
1215,43,Male,88.5,1.72,185,131,67,1.48,1140,Cardio,23.6,3.3,4,1,28.7,3124,87,6.54,77,37,Excellent,Beginner
1216,46,Male,85.9,1.7,180,148,66,1.77,1088,HIIT,13.8,3.4,2,2,21.8,13791,136,7.37,60,37,Excellent,Beginner
1217,18,Male,56.5,1.86,193,129,54,1.4,901,HIIT,20.6,3.5,4,2,13.7,9792,36,4.77,83,37,Excellent,Beginner
1218,43,Female,65.2,1.97,184,121,72,1.1,594,HIIT,23.2,,3,2,17.03,11502,111,5.68,96,37,Excellent,Beginner
1219,18,Male,71.9,1.54,170,121,59,1.48,658,HIIT,18.9,2.6,4,2,24.65,10045,130,4.96,85,37,Excellent,Beginner
1220,44,Male,66.8,1.72,191,136,68,1.34,1239,Cardio,31.5,2.8,4,2,22.21,3845,177,6.15,100,37,Excellent,Beginner
1221,55,Female,46.3,1.7,187,139,52,2,1130,Cardio,27.3,1.5,3,1,32.94,9396,74,6.02,80,37,Excellent,Beginner
1222,36,Male,93.2,1.63,,153,55,1.21,389,Cardio,25.8,1.5,3,2,24.94,11475,89,4.5,68,37,Excellent,Beginner
1223,57,Male,72.4,1.65,168,162,56,1.71,1140,Yoga,10.9,2.5,4,1,28.3,11261,177,7.92,100,37,Excellent,Beginner
1224,41,Male,70.7,1.81,191,134,62,1.53,1381,Cardio,30.3,3.3,2,2,23.32,7263,70,8.74,73,37,Excellent,Beginner
1225,52,Female,45,1.75,196,143,74,2,926,Yoga,22,2.4,3,1,38.8,4527,141,4.06,97,37,Excellent,Beginner
1226,18,Female,74.8,1.83,165,144,63,1.66,1174,Cardio,22.9,3.1,2,2,15.29,5507,169,8.6,65,37,Excellent,Beginner
1227,31,Female,61.1,1.69,190,123,64,0.62,1227,HIIT,23.8,3.6,2,3,19.83,12368,63,8.92,100,37,Excellent,Beginner
1228,34,Female,44.3,1.76,180,129,58,1.85,494,Strength,25.8,3.2,4,3,16.48,13346,77,5.2,74,37,Excellent,Beginner
1229,20,Female,96.2,1.59,170,142,52,1.57,1305,Strength,10.2,2.8,,1,21.72,7864,92,7.63,84,37,Excellent,Beginner
1230,47,Male,69.7,1.83,184,121,70,1.02,747,HIIT,30.2,1.9,5,1,20.78,7267,100,4.41,69,37,Excellent,Beginner
1231,33,Male,41.9,1.59,166,165,50,2,898,Strength,24.6,3.2,3,2,14.53,13279,178,8.33,67,73,Poor,Intermediate
1232,47,Female,52.9,1.67,180,142,72,1.11,770,\tCardio,22.9,1.5,3,2,30.5,10522,61,4.54,78,73,Poor,Intermediate
1233,58,Male,94.6,1.57,191,152,74,0.78,674,Cardio,10.2,3.3,,1,22.94,7292,53,4.39,83,73,Poor,Intermediate
1234,47,Male,70.5,1.67,166,168,58,1.74,898,Strength,30,3.2,3,2,46.78,6407,155,7.98,86,73,Poor,Intermediate
1235,27,Female,40,1.76,192,169,56,2,602,HIIT,28,3.4,3,3,31.97,4205,49,5.05,86,73,Poor,Intermediate
1236,51,Male,51.6,1.83,194,161,67,2,1057,Yoga,27.6,2.2,3,1,24.12,9148,145,8.04,71,73,Poor,Intermediate
1237,18,Female,83.3,1.59,165,169,72,1.19,997,Strength,25.7,3.3,3,1,31.83,7894,75,7.3,100,73,Poor,Intermediate
1238,20,Male,67.7,1.84,193,122,66,1.19,900,Cardio,13.7,3.4,5,2,19.76,12939,60,8.88,82,73,Poor,Intermediate
1239,43,Male,57.8,1.78,197,163,52,1.42,1418,\tYoga,28.6,1.6,2,1,14.84,10928,169,4.03,93,73,Poor,Intermediate
1240,45,Male,59,1.87,199,157,55,1.11,613,Strength,18.2,3.2,2,1,31.55,7169,79,7.03,94,73,Poor,Intermediate
1241,29,Female,61.5,1.88,182,152,72,1.62,793,HIIT,24.2,3.3,4,3,23.84,3377,69,5.08,83,73,Poor,Intermediate
1242,18,Female,40,1.75,176,124,68,1.01,1536,HIIT,14.6,3.5,,2,17.62,4880,37,5.64,74,73,Poor,Intermediate
1243,37,Male,79.6,1.68,180,137,67,2,920,Yoga,28.6,1.8,,3,23.26,4367,62,5.34,90,73,Poor,Intermediate
1244,26,Female,68.6,1.75,184,140,60,1.26,681,HIIT,29.4,1.8,3,3,20.02,6264,119,7.54,78,73,Poor,Intermediate
1245,49,Female,77.9,1.75,196,169,64,1.24,1267,HIIT,24.8,3.5,3,2,14.38,10652,156,6.18,85,73,Poor,Intermediate
1246,23,Female,40.9,1.75,187,136,50,1.14,1135,Cardio,24.8,3.4,3,2,12.32,6163,80,7.44,77,73,Poor,Intermediate
1247,18,Male,68.7,1.77,161,169,68,1.01,1011,Cardio,27.3,3.5,3,2,17,9436,180,5.56,73,73,Poor,Intermediate
1248,23,Male,114.9,1.61,180,120,56,1.27,891,HIIT,28,3.3,3,1,22.67,14830,144,6.12,77,73,Poor,Intermediate
1249,47,Male,65.6,1.77,190,154,54,1.59,413,Strength,23.1,3.6,2,2,14.47,8222,128,6.15,96,73,Poor,Intermediate
1250,20,Female,90.9,1.69,198,142,74,1.35,927,Cardio,18.1,3.2,4,1,16.23,8782,46,6.25,62,73,Poor,Intermediate
1251,40,Male,61,1.89,196,123,71,1.45,625,Strength,27.4,3.6,3,1,23.16,11378,134,5.47,93,73,Poor,Intermediate
1252,18,Male,66.8,1.66,166,135,59,2,803,Yoga,23.2,3,2,1,12.56,8771,59,4.9,80,73,Poor,Intermediate
1253,56,Male,42.6,1.61,190,161,60,1.24,1260,HIIT,23,3.6,4,3,23.68,10035,121,5.23,73,73,Poor,Intermediate
1254,56,Female,88.8,1.7,173,129,52,1.79,933,Yoga,24.1,1.5,4,2,12.32,13763,67,7.9,67,73,Poor,Intermediate
1255,34,Female,83.2,1.64,171,164,69,1.19,1392,Yoga,22.9,3.5,3,1,14.97,3157,32,7.58,73,73,Poor,Intermediate
1256,38,Female,99.1,1.5,185,159,74,1.38,995,HIIT,17.8,1.5,4,1,24.56,10624,112,8.49,95,73,Poor,Intermediate
1257,43,Male,77.8,1.7,180,149,58,1.38,1643,Strength,14.9,2.8,5,1,16.55,4085,84,6.64,66,73,Poor,Intermediate
1258,18,Male,47.8,1.85,161,156,50,1.02,1265,Yoga,30.8,3.2,5,1,12.32,12190,49,6.87,86,73,Poor,Intermediate
1259,24,Male,40,1.82,168,120,74,1.28,303,Strength,25,3.6,3,1,17.95,14176,111,8.07,72,73,Poor,Intermediate
1260,35,Female,91,1.55,174,136,74,0.99,1216,Cardio,27,3.5,3,3,16,6229,156,6.49,77,73,Poor,Intermediate
1261,21,Male,86.3,1.74,184,169,61,1.85,993,Strength,24.9,3.4,2,2,22.21,9901,145,4.86,80,45,Poor,Intermediate
1262,26,Male,64.6,1.82,196,165,55,1.46,1699,Yoga,28.1,3.3,4,2,19.63,12685,177,4.11,61,45,Poor,Intermediate
1263,40,Female,49.6,1.7,169,,72,1.6,921,Cardio,32.5,3.6,,2,12.71,13545,177,8.94,89,45,Poor,Intermediate
1264,23,Female,59.6,1.81,160,146,71,1.54,1382,HIIT,22.6,2.8,5,2,12.32,7659,133,4.19,94,45,Poor,Intermediate
1265,46,Female,53.7,1.5,177,169,54,1.62,1245,Strength,26.8,3.7,4,3,22.71,11642,34,4.35,66,45,Poor,Intermediate
1266,55,Female,58.9,1.56,197,125,58,0.73,1103,Yoga,22.1,3.5,3,2,30.52,9800,100,5.59,82,45,Poor,Intermediate
1267,31,Male,79.4,1.58,163,125,74,1.49,663,Cardio,24,2.4,3,2,12.32,9559,110,6.47,63,45,Poor,Intermediate
1268,26,Male,83.1,1.52,163,139,51,1.95,925,Strength,10,2.8,3,1,20.05,9444,146,6.47,67,45,Poor,Intermediate
1269,31,Female,61.7,1.52,177,160,54,0.54,1266,Yoga,23.1,1.7,4,2,12.32,9126,56,4.15,63,45,Poor,Intermediate
1270,27,Male,66.6,1.7,171,149,73,1.43,1321,Strength,26.6,3.3,4,3,13.51,3170,112,8.31,87,45,Poor,Intermediate
1271,45,Female,106.3,1.84,172,123,61,1.15,1177,Strength,16.9,2.6,4,3,30.72,6708,78,7.62,83,45,Poor,Intermediate
1272,23,Female,73.2,1.58,175,169,,1.54,1226,HIIT,25,2.4,3,2,24.85,11807,43,5.3,62,45,Poor,Intermediate
1273,48,Female,69.9,1.82,173,162,,2,1724,Yoga,26.7,2.4,3,1,23.63,4815,107,4.38,81,45,Poor,Intermediate
1274,30,Female,62.3,1.53,185,153,68,1.3,1382,Yoga,20.5,1.6,2,2,34.48,14270,127,5.35,70,45,Poor,Intermediate
1275,48,Male,83,1.55,164,169,67,1.27,1287,Cardio,21.5,3.5,2,3,22.88,5257,60,4.63,69,45,Poor,Intermediate
1276,35,Male,75.4,1.64,198,167,63,1.14,1045,Yoga,20.5,1.5,3,2,30.23,12570,135,7.18,67,45,Poor,Intermediate
1277,30,Female,98.3,1.84,178,161,74,1.58,576,HIIT,23.3,1.6,3,2,16.15,11548,177,6.39,91,45,Poor,Intermediate
1278,38,Female,46.5,1.65,182,169,70,1.34,806,Cardio,24.1,3.5,2,1,12.32,7596,153,5.13,76,45,Poor,Intermediate
1279,44,Male,61.6,1.65,167,158,74,1.11,1223,Strength,23.8,2.9,4,1,15.25,7853,120,6.79,75,45,Poor,Intermediate
1280,31,Female,64,1.85,184,147,71,1.05,571,Strength,27,2,5,2,14.26,13804,82,7.47,64,45,Poor,Intermediate
1281,18,Male,59.1,1.69,180,155,57,1.99,1505,Yoga,27.5,1.9,4,1,17.36,11103,33,7.35,89,45,Poor,Intermediate
1282,24,Female,45.1,1.6,195,163,66,2,453,Cardio,31.2,1.6,2,2,22.88,9308,56,5.7,97,45,Poor,Intermediate
1283,18,Male,49.1,1.68,,142,74,1.13,961,Yoga,23.7,3.1,,1,15.28,11644,110,7.8,79,45,Poor,Intermediate
1284,18,,82.7,1.79,171,167,69,1.09,1305,HIIT,21.8,2.1,2,1,12.89,14608,69,8.24,66,45,Poor,Intermediate
1285,33,Male,85,1.73,161,128,64,1.34,812,Strength,16.6,3.2,4,1,13.34,5130,123,5.93,88,45,Poor,Intermediate
1286,21,Female,77.9,1.8,199,169,56,1.3,1171,Cardio,19.7,3.4,3,2,19.98,13165,132,4.94,77,45,Poor,Intermediate
1287,20,Male,40,1.52,192,151,63,1.5,572,HIIT,25.1,3.7,4,1,25.64,9931,108,8.76,96,45,Poor,Intermediate
1288,59,Male,44.8,1.67,189,130,63,1.29,1021,Strength,29.8,3.6,3,3,12.32,13623,148,8.38,67,45,Poor,Intermediate
1289,51,Female,66.4,1.77,184,147,55,0.97,1531,HIIT,33.1,3.6,3,3,14.27,6941,147,4.94,61,45,Poor,Intermediate
1290,50,Male,40,2,192,155,56,0.82,829,Strength,24.6,2.4,3,2,16.67,10802,145,5.76,67,45,Poor,Intermediate
1291,42,Male,96.2,1.63,164,148,74,1.38,887,Strength,16.3,1.6,2,3,25.15,12016,140,5.06,85,102,Excellent,Advanced
1292,45,Female,54,1.86,170,148,65,1.36,670,Cardio,28.9,3.5,3,2,16.72,11227,115,4.27,77,102,Excellent,Advanced
1293,22,Male,71.1,1.68,164,160,74,1.51,955,Cardio,10,3.3,4,2,16.09,9058,127,7.66,87,102,Excellent,Advanced
1294,47,Female,48.6,1.55,176,165,74,0.71,1305,Cardio,15.6,2.7,2,1,27.31,6177,133,4.88,77,102,Excellent,Advanced
1295,34,Female,100.1,1.97,192,164,73,2,1747,Yoga,25.5,1.5,4,2,22.68,11676,162,6.17,63,102,Excellent,Advanced
1296,51,Female,53.7,1.72,169,120,52,0.95,1234,HIIT,10,3.3,,3,14.41,13589,58,5.1,63,102,Excellent,Advanced
1297,27,Male,83.5,1.67,162,129,65,1.48,1517,Yoga,25.8,3.3,2,1,18.45,3584,91,4.33,66,102,Excellent,Advanced
1298,18,Male,52.4,1.74,181,169,63,0.83,889,Strength,10,2.8,4,3,13.4,7513,133,5.96,66,102,Excellent,Advanced
1299,48,Male,89.5,1.61,170,153,57,1.38,1355,Strength,10,3.3,3,1,12.32,6602,98,6.48,70,102,Excellent,Advanced
1300,25,Female,58.2,1.64,165,169,71,1.92,984,Strength,20.8,3.3,4,3,19.05,6335,103,7.53,78,102,Excellent,Advanced
1301,51,Male,126,1.74,190,139,57,1.04,1108,Strength,27.3,3.2,2,1,22.63,3050,158,8.54,99,102,Excellent,Advanced
1302,58,Female,57.4,1.62,196,154,61,1.59,1015,,15,2.1,3,1,25.02,10811,91,4.85,64,102,Excellent,Advanced
1303,32,Female,52.3,1.59,161,121,74,2,723,Strength,20.3,3.3,3,1,22.56,5730,146,4.71,60,102,Excellent,Advanced
1304,47,,40,1.85,192,139,57,1.2,697,Cardio,25.2,3.5,4,1,19.04,13912,115,4.1,76,102,Excellent,Advanced
